uid,recommendations
5118,"['Lucky☆Star', 'Shingeki! Kyojin Chuugakkou', 'Petit Eva: Evangelion@School', 'Nyoro-n Churuya-san', 'Shakugan no Shana-tan', 'Acchi Kocchi', 'Chuunibyou demo Koi ga Shitai! Lite', 'Danshi Koukousei no Nichijou', 'Fullmetal Alchemist: Brotherhood - 4-koma Gekijou', 'Puchimas!: Petit iDOLM@STER', 'Koro-sensei Quest!', 'Naruto SD: Rock Lee no Seishun Full-Power Ninden', 'Carnival Phantasm', 'Shinryaku! Ika Musume Specials', 'Lucky☆Star: Original na Visual to Animation', 'Toaru Majutsu no Index-tan', 'Tengen Toppa Gurren Lagann Movie Zenyasai: Viral no Amai Yume', 'Maria-sama ga Miteru 4th Specials', 'Toradora!: SOS! Kuishinbou Banbanzai', 'K-On!: Ura-On!', 'Hetalia Axis Powers', 'Full Metal Panic? Fumoffu', 'Cardcaptor Sakura: Kero-chan ni Omakase!', 'Angel Beats!']"
708,"['Magi: The Kingdom of Magic', 'Kemono no Souja Erin', 'Project BLUE Chikyuu SOS', 'Tenkuu no Shiro Laputa', 'Mirai Shounen Conan', 'Fushigi no Umi no Nadia', 'Kaze no Tani no Nausicaä']"
31227,"['Gankutsuou', 'Meitantei Conan']"
41491,['Sugar Apple Fairy Tale']
14333,"['Zettai Bouei Leviathan', 'Beast Saga', 'Popolocrois Monogatari', 'Deltora Quest', 'Fairy Tail', 'Hunter x Hunter (2011)', 'Hunter x Hunter']"
18465,"['Mangirl!', 'Kuragehime', 'Blend S', 'Hourou Musuko', 'Eizouken ni wa Te wo Dasu na!', 'Outbreak Company', 'NHK ni Youkoso!', 'Bakuman.', 'Gamers!']"
1676,['Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey']
4896,"['Higurashi no Naku Koro ni', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation', 'Gosick', 'Death Note', 'Another', 'Meitantei Conan', 'Shiki', 'Un-Go', 'Persona 4 the Animation', 'Kubikiri Cycle: Aoiro Savant to Zaregotozukai', 'Code Geass: Hangyaku no Lelouch', 'Majin Tantei Nougami Neuro', 'ChäoS;HEAd', 'Baccano!', 'Dantalian no Shoka', 'Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou', 'Higurashi no Naku Koro ni Gou', 'Phantom: Requiem for the Phantom', 'Yami Shibai', 'Makai Ouji: Devils and Realist', 'Btooom!', 'Subete ga F ni Naru', 'Euphoria', 'JoJo no Kimyou na Bouken (TV)', 'Shadows House', 'ChäoS;Child', 'Re:Zero kara Hajimeru Isekai Seikatsu', 'Mouryou no Hako', 'Kuroshitsuji: Book of Murder', 'Zetsuen no Tempest', 'Fullmetal Alchemist: Brotherhood', 'Mnemosyne: Mnemosyne no Musume-tachi', 'Shigurui', 'Soul Eater', 'Gyakkyou Burai Kaiji: Ultimate Survivor', 'Perfect Blue', 'xxxHOLiC', 'Ghost Hunt', 'Ranpo Kitan: Game of Laplace', 'Blood-C', 'Mirai Nikki (TV)', 'Elfen Lied', 'Mahou Shoujo-tai Arusu', 'Kamisama no Memochou', 'Chocolat no Mahou', 'Karakuri Zoushi Ayatsuri Sakon', 'Ookamikakushi']"
3000,['Maria-sama ga Miteru']
75,"['Shinseiki Evangelion', 'Kidou Senshi Gundam SEED', 'RahXephon', 'Zegapain', 'Sidonia no Kishi', 'Buddy Complex', 'Ginga Kikoutai Majestic Prince', 'Kidou Senshi Gundam 00 Movie: A Wakening of the Trailblazer', 'Bokura no', 'iDOLM@STER Xenoglossia', 'Kakumeiki Valvrave', 'Darling in the FranXX', 'Aldnoah.Zero', 'Sousei no Aquarion', 'Ice', 'Gunparade March: Arata Naru Kougunka', 'Muv-Luv Alternative: Total Eclipse', 'Megami Kouhosei', 'Kurogane no Linebarrels', 'Koukyoushihen Eureka Seven', 'Innocent Venus', 'Evangelion Movie 1: Jo', 'No.6', 'Heroic Age', 'Guilty Crown', 'Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni', 'Baldr Force Exe Resolution', 'Terra e... (TV)', 'Kidou Senshi Gundam SEED Destiny']"
3614,"['Tokkou', 'Mnemosyne: Mnemosyne no Musume-tachi', 'Top Secret: The Revelation', 'Armitage III', 'Ookami to Koushinryou', 'Meitantei Conan', 'Suzumiya Haruhi no Yuuutsu', 'GS Mikami', 'Black Lagoon: The Second Barrage', 'Kamisama no Memochou', 'Ginga Eiyuu Densetsu', 'Nijuu Mensou no Musume', 'Cinderella Boy', 'Ghost Hunt', 'Gosick', 'Shinrei Tantei Yakumo', 'Koukaku Kidoutai: Stand Alone Complex']"
23579,"['Yume-iro Pâtissière', 'Gakuen Alice', 'Naisho no Tsubomi', 'Kodomo no Omocha (TV)']"
326,"['xxxHOLiC', 'Kyuuketsuhime Miyu (TV)', 'Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari', 'Higurashi no Naku Koro ni', 'Warau Salesman', 'Kyuuketsuhime Miyu', 'Mononoke', 'Cossette no Shouzou', 'Boogiepop wa Warawanai', 'Jigoku Shoujo', 'Death Parade', 'Boogiepop wa Warawanai (2019)', 'Wasurenagumo', 'Gregory Horror Show', 'Housekishou Richard-shi no Nazo Kantei', 'Uchida Shungicu no Noroi no One-Piece', 'Mouryou no Hako', 'Karakuri Zoushi Ayatsuri Sakon', 'xxxHOLiC◆Kei', 'Death Note', 'Mushishi', 'Kishibe Rohan wa Ugokanai', 'Takahashi Rumiko Gekijou Ningyo no Mori', 'Shihaisha no Tasogare', 'Artiswitch', 'Gilgamesh']"
37920,"['Tejina-senpai', 'Karakai Jouzu no Takagi-san', 'Kono Bijutsu-bu ni wa Mondai ga Aru!', 'Tonari no Seki-kun', 'Aho Girl', 'Ganbare Douki-chan', 'Yatogame-chan Kansatsu Nikki', 'Nichijou', 'Aggressive Retsuko (ONA)', 'B-gata H-kei', 'Mitsudomoe', 'Acchi Kocchi', 'Bakemonogatari']"
16918,"['Barakamon', 'Moyashimon', 'Nourin', 'Shokugeki no Souma', 'Uchuu Kyoudai', 'Fullmetal Alchemist: Brotherhood', 'Hachimitsu to Clover', 'Non Non Biyori', 'Working!!', 'Tsuritama', 'Bakuman.', 'Yuru Camp△', 'Natsume Yuujinchou', 'Sakura-sou no Pet na Kanojo', 'Sakamichi no Apollon', 'Uchouten Kazoku', 'Haikyuu!!', 'Grand Blue', '3-gatsu no Lion', 'Hanasaku Iroha', 'Blue Period', 'Shiroi Suna no Aquatope', 'Baby Steps', 'Dr. Stone', 'Figure 17: Tsubasa & Hikaru', 'Ansatsu Kyoushitsu', 'Hibike! Euphonium', 'Kimi to Boku.', 'Amanchu!', 'ReLIFE', 'Sakura Quest', 'Sora yori mo Tooi Basho', 'Noragami', 'Hyakushou Kizoku', 'Clannad', 'Bokura wa Minna Kawai-sou', 'Chuuka Ichiban!', 'Bakuman. 3rd Season', 'Himouto! Umaru-chan', 'Amaama to Inazuma', 'Fullmetal Alchemist', 'Ookami to Koushinryou', 'Chihayafuru', 'Nodame Cantabile', 'One Off', 'Rail Wars!', 'Ookiku Furikabutte', 'Isekai Nonbiri Nouka', 'Ristorante Paradiso', 'Kemono no Souja Erin', 'Ryuugajou Nanana no Maizoukin', 'Hataraku Oniisan!', 'Black Lagoon', 'Yojouhan Shinwa Taikei', 'Tonari no Seki-kun', 'SKET Dance', 'Hajime no Ippo', 'Omoide Poroporo', 'Hataraku Maou-sama!', 'Flying Witch']"
51318,['Kengan Ashura']
874,"['Dennou Coil', 'Shinseiki Evangelion', 'Devil Survivor 2 The Animation', 'Serial Experiments Lain', 'Re:Creators', 'Kodai Ouja Kyouryuu King', 'Accel World', 'Medarot', 'Monster Farm: Legend e no Michi', 'Yu☆Gi☆Oh! Duel Monsters GX', 'Narutaru: Mukuro Naru Hoshi Tama Taru Ko', 'Yu☆Gi☆Oh! VRAINS', 'Kidou Senshi Gundam 00 Movie: A Wakening of the Trailblazer', 'Legendz: Yomigaeru Ryuuou Densetsu', 'Figure 17: Tsubasa & Hikaru', 'Digimon Tamers: Boukensha-tachi no Tatakai', 'Brigadoon: Marin to Melan', 'Rockman Hoshi ni Negai wo', 'Onmyou Taisenki', 'Doraemon Movie 26: Nobita no Kyouryuu 2006', 'Pokemon Movie 03: Kesshoutou no Teiou Entei', 'Yu☆Gi☆Oh! Arc-V', 'Metal Fight Beyblade: Baku', 'Made in Abyss', 'Fate/Zero', 'Bakuten Shoot Beyblade 2002', 'Mahou Shoujo Madoka★Magica', 'Tengen Toppa Gurren Lagann', 'Bakugan Battle Brawlers: New Vestroia', 'Heroman', 'Pokemon Movie 06: Nanayo no Negaiboshi Jirachi', 'Yu☆Gi☆Oh! Duel Monsters', 'Blue Dragon', 'Pokemon', 'Futari wa Precure', 'Taichi Senjimon', 'Bakuten Shoot Beyblade G Revolution', 'Jikuu Tantei Genshi-kun', 'Kodai Ouja Kyouryuu King: Yokuryuu Densetsu', 'Monster Farm: Enbanseki no Himitsu', 'Bakuten Shoot Beyblade', 'Selector Infected WIXOSS', 'Kemono no Souja Erin', 'Metal Fight Beyblade']"
1267,['Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen']
2692,"['Isekai Quartet', 'Robot Girls Z', 'Kamen Rider SD Kaiki?! Kumo Otoko', 'Kidou Senshi SD Gundam Mk-I', 'Re:Creators']"
29785,"['Rosario to Vampire', 'Mairimashita! Iruma-kun', 'Monster Musume no Iru Nichijou', 'To LOVE-Ru', 'Nogizaka Haruka no Himitsu', 'Nisekoi', 'Mayo Chiki!', 'Seto no Hanayome', 'D-Frag!', 'Karin', 'Demi-chan wa Kataritai', 'Hentai Ouji to Warawanai Neko.', 'Ano Natsu de Matteru', 'Murenase! Seton Gakuen', 'Kobayashi-san Chi no Maid Dragon', 'Narue no Sekai', 'Bokutachi wa Benkyou ga Dekinai', '4-nin wa Sorezore Uso wo Tsuku', 'Horimiya', 'Machikado Mazoku', 'Kimagure Orange☆Road', 'Renai Boukun', 'Majimoji Rurumo', 'Urusei Yatsura', 'Rokujouma no Shinryakusha!?', 'Suzumiya Haruhi no Yuuutsu', 'Isshuukan Friends.', 'Kore wa Zombie desu ka?', 'Ouran Koukou Host Club', 'Yamada-kun to 7-nin no Majo', 'Gekkan Shoujo Nozaki-kun', 'Nazo no Kanojo X']"
21995,"['Orange', 'Kimi ni Todoke', 'Ookami Shoujo to Kuro Ouji', 'Tonari no Kaibutsu-kun', 'Suki tte Ii na yo.', 'Bokura ga Ita', 'Kaichou wa Maid-sama!', 'Horimiya', 'Itazura na Kiss', 'Toradora!', 'Omoi, Omoware, Furi, Furare', 'Kamisama Hajimemashita', 'Golden Time', 'Yahari Ore no Seishun Love Comedy wa Machigatteiru.', 'Sakura-sou no Pet na Kanojo', 'Isshuukan Friends.', 'Tsuki ga Kirei', 'Lovely★Complex', 'Ore Monogatari!!', 'Itsudatte Bokura no Koi wa 10 cm Datta.', 'Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai', 'Chuunibyou demo Koi ga Shitai!', 'Byousoku 5 Centimeter', 'Koe no Katachi', 'Nijiiro Days', 'Honobono Log', 'Gekkan Shoujo Nozaki-kun', 'Tamako Market', '3D Kanojo: Real Girl', 'Taishou Otome Otogibanashi', 'Yubisaki to Renren', 'Mamahaha no Tsurego ga Motokano datta', 'Akagami no Shirayuki-hime', 'Hal', 'ReLIFE', 'Karakai Jouzu no Takagi-san', 'Hyouka', 'Araburu Kisetsu no Otome-domo yo.', 'Noragami', 'Kimi no Iru Machi', 'Fruits Basket 1st Season', 'Nisekoi', 'Zutto Mae kara Suki deshita. Kokuhaku Jikkou Iinkai', 'Kokoro Connect', 'Kareshi Kanojo no Jijou', 'Soredemo Sekai wa Utsukushii', 'Nana', 'Sekaiichi Hatsukoi', 'Hachimitsu to Clover', 'Shakugan no Shana', 'Clannad: After Story', 'White Album 2', 'Just Because!', 'Fukumenkei Noise', 'Clannad', 'Shigatsu wa Kimi no Uso', 'Sakamichi no Apollon', 'Kodomo no Omocha (TV)', 'Suzuka', 'School Rumble']"
38529,"['Tamayomi', 'Stella Jogakuin Koutou-ka C³-bu', 'Koisuru Asteroid', 'Sabage-bu!', 'Circlet Princess', 'Upotte!!']"
31147,"['Punch Line', 'Kekkai Sensen', 'Gatchaman Crowds', 'Boku no Hero Academia', 'Hamatora The Animation', 'Charlotte', 'The Reflection', 'Tetsujin 28-gou (2004)', 'Occultic;Nine', 'Generator Gawl', 'Hakaima Sadamitsu', 'Bakemonogatari', 'Uchuu Patrol Luluco', 'Mekakucity Actors', 'Sekai Seifuku: Bouryaku no Zvezda', 'Mahou Shoujo Taisen', 'Casshern Sins', 'Un-Go', 'Mawaru Penguindrum', 'Jinzou Ningen Kikaider The Animation', 'Giant Robo the Animation: Chikyuu ga Seishi Suru Hi', 'Uchouten Kazoku', 'Samurai Flamenco', 'Rolling☆Girls', 'One Punch Man', 'Garo: Honoo no Kokuin', 'Bungou Stray Dogs']"
37964,"['Natsume Yuujinchou', 'Fukigen na Mononokean', 'xxxHOLiC', 'Kemono Jihen', 'Ghost Hunt', 'Shounen Onmyouji', 'Witch Hunter Robin', 'Mononoke', 'Mononogatari', 'Uchouten Kazoku', 'Tactics', 'Enen no Shouboutai', 'Occultic;Nine', 'Kakuriyo no Yadomeshi', 'Mushishi', 'Kyokou Suiri', 'Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana', 'Fairy Gone', 'Phantom in the Twilight', 'Burn the Witch']"
20457,"['Gingitsune', 'Kamisama Hajimemashita', 'Kamichu!', 'Natsume Yuujinchou', 'Wagaya no Oinari-sama.', 'Konohana Kitan', 'Nakitai Watashi wa Neko wo Kaburu', 'Hime-chan no Ribbon', 'Kuma Miko', 'Fruits Basket', 'Mikakunin de Shinkoukei', 'Uchouten Kazoku', 'Neko no Ongaeshi', 'Gakuen Alice', 'Hotarubi no Mori e', 'Binbougami ga!', 'Lan Mo de Hua', 'Kannagi', 'Lovely★Complex', 'Aa! Megami-sama! (TV)', 'Chihayafuru', 'Kakuriyo no Yadomeshi', 'Otome Youkai Zakuro', 'Edomae Elf', 'Sasami-san@Ganbaranai', 'Kokoro Connect']"
23201,['InuYasha']
3313,"['Lupin III', 'Meitantei Holmes']"
41467,"['Kimetsu no Yaiba', 'Black Clover', 'Jujutsu Kaisen', 'Busou Renkin', 'Naruto: Shippuuden', 'Naruto', 'One Piece Film: Red', 'One Piece', 'Subarashiki Kono Sekai The Animation', 'Chainsaw Man', 'InuYasha: Kanketsu-hen', 'Boku no Hero Academia']"
357,"['Dai Mahou Touge', 'Heppoko Jikken Animation Excel♥Saga', 'Kore wa Zombie desu ka?', 'Sora no Otoshimono', 'Haiyore! Nyaruko-san', 'Puni Puni☆Poemii', 'FLCL', 'Jashin-chan Dropkick', 'Panty & Stocking with Garterbelt', 'Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru', 'DNA²', 'Eiken: Eikenbu yori Ai wo Komete', 'Fight Ippatsu! Juuden-chan!!', 'Detroit Metal City', 'Seto no Hanayome', 'Kaibutsu Oujo', 'Angel Beats!', 'Inukami!', 'Kanokon', 'Mitsudomoe', 'Shikanoko Nokonoko Koshitantan', 'MM!', 'Motto To LOVE-Ru', 'DearS', 'Plastic Neesan', 'Aa! Megami-sama!', 'Baka to Test to Shoukanjuu', 'Sora no Otoshimono: Project Pink', 'Renkin San-kyuu Magical? Pokaan', 'Itsuka Tenma no Kuro Usagi', 'Gabriel DropOut', 'Tsugumomo', ""Jashin-chan Dropkick'"", 'Majokko Tsukune-chan', 'Itazuraguma no Gloomy', 'Aho Girl', 'Renai Boukun', 'Military!', 'Sakigake!! Cromartie Koukou', 'Akuma no Memumemu-chan', 'Yondemasu yo, Azazel-san. (TV)', 'Poputepipikku', 'Sabage-bu!', 'Inu to Hasami wa Tsukaiyou', 'Kamen no Maid Guy', 'Doujin Work', 'Majin Tantei Nougami Neuro', 'Spelunker Sensei', 'To LOVE-Ru', 'Elfen Lied', 'Hayate no Gotoku!', 'Bobobo-bo Bo-bobo', 'Weiß Survive', 'Kore ga Watashi no Goshujinsama', 'Love Hina', 'Kannagi', 'Higurashi no Naku Koro ni', 'Macademi Wasshoi!', 'Kemeko Deluxe!', 'Kämpfer', 'Sumomomo Momomo: Chijou Saikyou no Yome', 'Keroro Gunsou', 'Zero no Tsukaima', '30-sai no Hoken Taiiku', 'Kodomo no Jikan (TV)', 'Happy World!', 'Potemayo', 'Rosario to Vampire', 'Jungle wa Itsumo Hare nochi Guu', 'Kamisama Kazoku', 'Mahou Shoujo Ore', 'Rizelmine']"
3297,"['Clannad: After Story', 'Tamayura: Hitotose', 'Amanchu!', 'Natsume Yuujinchou', 'K-On!!', 'Haibane Renmei', 'Ojamajo Doremi Dokkaan!', 'Non Non Biyori', 'K-On!', 'Working!!!', 'Bamboo Blade', 'Akebi-chan no Sailor-fuku', 'Aa! Megami-sama! (TV)', 'Tamayura: More Aggressive', 'Hachimitsu to Clover', 'Mushishi', 'Kokoro Toshokan', 'Binchou-tan', ""Sketchbook: Full Color's"", 'Kimi ni Todoke']"
16512,"['Persona 4 the Animation', 'Shinseiki Evangelion', 'Mirai Nikki (TV)', 'Durarara!!', 'Z/X: Ignition', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation', 'Digimon Tamers', 'Gantz', 'Guilty Crown', 'Divine Gate', 'Fate/stay night', 'Code Geass: Hangyaku no Lelouch', 'Digital Devil Story: Megami Tensei', 'Persona 4 the Golden Animation', 'Blood-C', 'Ao no Exorcist', 'Noragami', 'C: The Money of Soul and Possibility Control', 'Bokura no', 'Accel World', 'Makai Toshi Shinjuku', 'Btooom!', ""Darwin's Game"", 'Hamatora The Animation', 'Kuusen Madoushi Kouhosei no Kyoukan', 'Tenshi Kinryouku', 'Monster Strike', 'Persona 3 the Movie 1: Spring of Birth', 'Subarashiki Kono Sekai The Animation', 'Yu☆Gi☆Oh!', 'Devilman: Crybaby', 'Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen', 'Magic Knight Rayearth', 'Xenosaga The Animation', 'Shiki', 'X', 'Chainsaw Man', 'Karas', 'Zetsuen no Tempest', 'Coppelion', 'Genei wo Kakeru Taiyou', 'Gantz 2nd Stage', 'Aoki Hagane no Arpeggio: Ars Nova', 'God Eater Prologue', 'Owari no Seraph', 'Juuou Mujin no Fafnir', 'Yuuki Yuuna wa Yuusha de Aru', 'Persona: Trinity Soul', 'Mahou Shoujo Ikusei Keikaku', 'Hataraku Maou-sama!', 'Black Bullet', 'Ga-Rei: Zero', 'Zetsumetsu Kigu Shoujo: Amazing Twins', 'Persona 3 the Movie 4: Winter of Rebirth']"
57380,"['Isekai de Mofumofu Nadenade suru Tame ni Ganbattemasu.', 'Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.', 'Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.', 'Death March kara Hajimaru Isekai Kyousoukyoku', 'Tondemo Skill de Isekai Hourou Meshi', 'Kami-tachi ni Hirowareta Otoko']"
49612,"['Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life', 'Hai to Gensou no Grimgar', 'Tensei Oujo to Tensai Reijou no Mahou Kakumei', 'Benriya Saitou-san, Isekai ni Iku']"
273,"['Haibane Renmei', 'Jigoku Shoujo', 'Aria the Animation', 'Kobato.', 'Flying Witch', 'Irozuku Sekai no Ashita kara', 'Artiswitch', 'Natsu-iro Kiseki', 'Kamichu!', 'Rental Magica', 'Majo no Takkyuubin']"
117,"['Tenchi Muyou! Ryououki', 'Tetsuwan Birdy Decode', 'Isekai no Seikishi Monogatari', 'Saint Luminous Jogakuin', 'Photon', 'Panzer Dragoon', 'Arata Kangatari', 'Izumo: Takeki Tsurugi no Senki', 'Dual! Parallel Lun-Lun Monogatari', 'Slayers']"
49692,"['Skip to Loafer', 'Skip Beat!', '""Oshi no Ko""', 'Fruits Basket 1st Season', 'IDOLiSH7', 'Ensemble Stars!', 'Oshi ga Budoukan Ittekuretara Shinu']"
28591,['Ascension from the Hell']
37245,"['Gundam Build Fighters', 'Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.']"
37932,['Bokura no Ame-iro Protocol']
41514,['Kuma Kuma Kuma Bear']
36049,"['Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen', 'Takunomi.', 'Ramen Daisuki Koizumi-san', 'Barakamon', 'High Score Girl']"
33489,"['Boku no Hero Academia', 'Kill la Kill', 'Mahou Shoujo Madoka★Magica', 'Mary to Majo no Hana', 'Mairimashita! Iruma-kun', 'Kaleido Star', 'Majo no Takkyuubin', 'BNA', 'Flip Flappers', 'Tengen Toppa Gurren Lagann', 'Mahou Shoujo-tai Arusu', 'Mahoutsukai Precure!', 'Shoujo☆Kageki Revue Starlight', 'K-On!', 'Pokemon Sun & Moon', 'Houseki no Kuni', 'Carole & Tuesday', 'Sugar Sugar Rune', 'Zero no Tsukaima', 'Gakuen Alice', 'Love Live! School Idol Project', 'Uchuu Patrol Luluco', 'Cardcaptor Sakura', 'Black Clover', 'Boku no Hero Academia 2nd Season', 'Rokudenashi Majutsu Koushi to Akashic Records', 'Mai-Otome', 'Endro~!', 'Golden Time', 'Demi-chan wa Kataritai', 'Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega', 'Shadows House', 'Go! Princess Precure', 'Burn the Witch', 'Watashi no Oshi wa Akuyaku Reijou.', 'Shinseiki Evangelion', 'Kidou Senshi Gundam: Suisei no Majo', 'Soul Eater', 'Akebi-chan no Sailor-fuku', 'Tanoshii Muumin Ikka', 'Urahara', 'Chuunibyou demo Koi ga Shitai!', 'Kaitou Joker 2nd Season', 'Darling in the FranXX', 'Majo no Tabitabi', 'Alice to Zouroku', 'Akagami no Shirayuki-hime 2nd Season', 'Hisone to Maso-tan', 'Warau Arsnotoria Sun!', 'Uchuu no Stellvia', 'Ojamajo Doremi', 'Suzumiya Haruhi no Yuuutsu', 'Mahouka Koukou no Rettousei', 'Aya to Majo', 'Märchen Mädchen', 'Mashle', 'Shirobako', 'Kono Subarashii Sekai ni Bakuen wo!', 'Kiznaiver', 'Machikado Mazoku', 'Yuru Camp△', 'Gunslinger Girl', 'Mahoutsukai no Yome', 'Shoujo Kakumei Utena', 'Puchi Pri*Yucie', 'Tanaka-kun wa Itsumo Kedaruge', 'Metropolis', 'Flying Witch', 'Deca-Dence', 'Manaria Friends']"
41006,"['Steins;Gate', 'Mahou Shoujo Madoka★Magica', 'Re:Zero kara Hajimeru Isekai Seikatsu', 'Munou na Nana', 'Yakusoku no Neverland', 'Perfect Blue', 'Death Note', 'Denpa-teki na Kanojo', 'Mirai Nikki (TV)', 'Boogiepop wa Warawanai (2019)', 'Shinsekai yori', 'Blood-C: The Last Dark', 'Umineko no Naku Koro ni', 'Boku dake ga Inai Machi', 'Wonder Egg Priority', 'Evangelion Movie 1: Jo']"
51678,"['Kobayashi-san Chi no Maid Dragon', 'Mushoku Tensei: Isekai Ittara Honki Dasu', 'Fantasy Bishoujo Juniku Ojisan to', 'Himouto! Umaru-chan', 'ReLIFE', 'Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!', 'Hourou Musuko', 'Yamada-kun to 7-nin no Majo', 'Mahou Shoujo ni Akogarete', 'Watashi ni Tenshi ga Maiorita!', 'Sakura Trick', 'K-On!', '4-nin wa Sorezore Uso wo Tsuku', 'Eromanga-sensei', 'Yuru Yuri', 'Ore, Twintail ni Narimasu.', 'Himegoto', 'NHK ni Youkoso!', 'Do It Yourself!!', 'Eoneu Nal Jameseo Kkaeeoboni Bagelyeoga Doeeo Isseotda', 'Nichijou', 'Ore no Imouto ga Konnani Kawaii Wake ga Nai']"
9344,"[""Chi's Sweet Home: Atarashii Ouchi""]"
