uid,titles,genre,aired,episodes,members,popularity,ranked,score,url
407,"['Tantei Gakuen Q', 'Detective Academy Q', '探偵学園Q', 'Detective School Q']","['Comedy', 'Drama', 'Mystery']",2003-04-15 - 2004-03-20,45,36254,3835,1173,7.73,https://myanimelist.net/anime/407/Tantei_Gakuen_Q
411,"['Gun x Sword', 'Gun vs Sword', 'ガン×ソード', 'Gun x Sword']","['Action', 'Adventure', 'Drama', 'Sci-Fi']",2005-07-04 - 2005-12-26,26,80006,2488,3049,7.25,https://myanimelist.net/anime/411/Gun_x_Sword
412,"['Kore ga Watashi no Goshujinsama', ""That's My Master"", 'これが私の御主人様', 'He is My Master', 'He is My Master', 'He is My Master']","['Comedy', 'Ecchi']",2005-04-08 - 2005-07-01,12,78379,2511,6869,6.51,https://myanimelist.net/anime/412/Kore_ga_Watashi_no_Goshujinsama
417,"['Ragnarök The Animation', 'RAGNARÖK THE ANIMATION', 'Ragnarok the Animation', 'Ragnarok The Animation']","['Action', 'Fantasy']",2004-04-07 - 2004-09-29,26,50719,3195,7260,6.45,https://myanimelist.net/anime/417/Ragnarök_The_Animation
419,"['Samurai Deeper Kyou', 'SAMURAI DEEPER KYO', 'Samurai Deeper Kyo', 'Samurai Deeper Kyo']","['Action', 'Adventure', 'Comedy', 'Supernatural']",2002-07-02 - 2002-12-24,26,57711,2997,4777,6.89,https://myanimelist.net/anime/419/Samurai_Deeper_Kyou
421,"['Stratos 4', 'ストラトス・フォー']","['Comedy', 'Sci-Fi']",2003-01-05 - 2003-03-30,13,12996,5935,6249,6.62,https://myanimelist.net/anime/421/Stratos_4
422,"['Stratos 4 OVA', 'ストラトス・フォー OVA']","['Comedy', 'Sci-Fi']",2004-05-28 - 2004-08-01,2,3681,9686,6051,6.65,https://myanimelist.net/anime/422/Stratos_4_OVA
423,"['Stratos 4 Advance', 'ストラトス・フォー アドヴァンス']","['Comedy', 'Sci-Fi']",2005-03-05 - 2006-01-27,6,3882,9510,5385,6.77,https://myanimelist.net/anime/423/Stratos_4_Advance
424,"['Dirty Pair', 'ダーティペア', 'Dirty Pair']","['Adventure', 'Comedy', 'Sci-Fi']",1985-07-15 - 1985-12-26,24,35008,3886,3260,7.21,https://myanimelist.net/anime/424/Dirty_Pair
425,"['Shiritsu Araiso Koutougakkou Seitokai Shikkoubu', '私立荒磯高等学校生徒会執行部', 'Araiso Private High School Student Council Executive Committee']","['Boys Love', 'Comedy', 'Sports']",2002-03-29 - 2002-07-26,2,7555,7393,7796,6.35,https://myanimelist.net/anime/425/Shiritsu_Araiso_Koutougakkou_Seitokai_Shikkoubu
426,"['Final Fantasy', 'ファイナルファンタジー', 'Legend of the Crystals: Final Fantasy']","['Action', 'Adventure', 'Comedy', 'Fantasy']",1994-03-21 - 1994-07-21,4,16192,5449,9357,6.07,https://myanimelist.net/anime/426/Final_Fantasy
427,"['Kaleido Star', 'Kaleido Star: New Wings', 'カレイドスター', 'Kaleido Star']","['Comedy', 'Drama', 'Fantasy']",2003-04-03 - 2004-03-27,51,87612,2341,786,7.9,https://myanimelist.net/anime/427/Kaleido_Star
432,"['Iria: Zeiram The Animation', 'イ・リ・ア ゼイラム The Animation', 'Iria: Zeiram The Animation', 'Iria', 'Iria']","['Action', 'Adventure', 'Sci-Fi']",1994-06-23 - 1994-11-21,6,28094,4319,4060,7.05,https://myanimelist.net/anime/432/Iria__Zeiram_The_Animation
435,"['Magic Knight Rayearth', 'Mahou Kishi Rayearth', '魔法騎士（マジックナイト）レイアース', 'Magic Knight Rayearth']","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",1994-10-17 - 1995-03-13,20,73022,2620,2096,7.45,https://myanimelist.net/anime/435/Magic_Knight_Rayearth
438,"['Phantom The Animation', 'ファントム THE ANIMATION', 'Phantom: The Animation']","['Action', 'Drama']",2004-02-27 - 2004-11-26,3,14847,5630,7257,6.45,https://myanimelist.net/anime/438/Phantom_The_Animation
439,"['RG Veda', '聖伝', 'RG Veda']","['Adventure', 'Drama', 'Fantasy']",1991-06-01 - 1992-06-21,2,9394,6786,9468,6.05,https://myanimelist.net/anime/439/RG_Veda
440,"['Shoujo Kakumei Utena', 'Shoujo Kakumei Utena', '少女革命ウテナ', 'Revolutionary Girl Utena', 'Revolutionary Girl Utena']","['Award Winning', 'Drama', 'Fantasy', 'Mystery', 'Suspense']",1997-04-02 - 1997-12-24,39,227445,1110,363,8.21,https://myanimelist.net/anime/440/Shoujo_Kakumei_Utena
444,"['Maria-sama ga Miteru: Haru', 'The Virgin Mary is Watching You: Spring', 'MariMite: Haru', 'La Vierge Marie Vous Regarde', 'マリア様がみてる～春～', 'Maria Watches Over Us: Printemps', 'María nos mira. Primavera']","['Drama', 'Girls Love']",2004-07-04 - 2004-09-26,13,28950,4251,1478,7.62,https://myanimelist.net/anime/444/Maria-sama_ga_Miteru__Haru
445,"['Tales of Eternia The Animation', 'ToE', 'テイルズ オブ エターニア THE ANIMATION', 'Tales of Eternia']","['Adventure', 'Comedy', 'Fantasy', 'Romance']",2001-01-08 - 2001-03-26,13,18025,5234,8713,6.19,https://myanimelist.net/anime/445/Tales_of_Eternia_The_Animation
446,"['Weiß Kreuz Glühen', 'Weiss Kreuz Gluehen', 'Weiss Kreuz Gluhen', 'White Cross Glowing', 'ヴァイスクロイツ・グリーエン', 'Knight Hunters Eternity']","['Action', 'Drama']",2002-11-28 - 2003-03-20,13,10953,6359,6814,6.52,https://myanimelist.net/anime/446/Weiß_Kreuz_Glühen
447,"['Weiß Kreuz', 'Weiss Kreuz', 'White Cross', 'Weiß kreuz\u3000ヴァイス\u3000クロイツ', 'Knight Hunters']","['Action', 'Drama']",1998-04-09 - 1998-10-01,25,19647,5060,5902,6.68,https://myanimelist.net/anime/447/Weiß_Kreuz
455,"['Fantastic Children', 'ファンタジックチルドレン', 'Fantastic Children']","['Adventure', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi', 'Suspense']",2004-10-05 - 2005-03-29,26,34811,3895,1905,7.5,https://myanimelist.net/anime/455/Fantastic_Children
456,"['Gokujou Seitokai', 'Gokujo Seitokai', '極上生徒会', 'Best Student Council']","['Comedy', 'Slice of Life']",2005-04-07 - 2005-09-29,26,20813,4947,4671,6.91,https://myanimelist.net/anime/456/Gokujou_Seitokai
457,"['Mushishi', '蟲師', 'Mushi-Shi', 'Mushi-Shi', 'Mushi-Shi', 'Mushi-Shi']","['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']",2005-10-23 - 2006-06-19,26,848671,219,74,8.65,https://myanimelist.net/anime/457/Mushishi
458,"['Buttobi!! CPU', 'ぶっとび!!CPU', 'I Dream of Mimi']","['Comedy', 'Sci-Fi', 'Ecchi']",1997-04-25 - 1997-09-26,3,11071,6337,8592,6.21,https://myanimelist.net/anime/458/Buttobi_CPU
467,"['Koukaku Kidoutai: Stand Alone Complex', 'Ghost in the Shell SAC', 'Ghost in the Shell: Stand Alone Complex', '攻殻機動隊 STAND ALONE COMPLEX', 'Ghost in the Shell: Stand Alone Complex', 'Ghost in the Shell: Stand Alone Complex', 'Ghost In The Shell : Stand Alone Complex', 'Ghost in The Shell: Stand Alone Complex']","['Action', 'Award Winning', 'Mystery', 'Sci-Fi']",2002-10-01 - 2003-10-01,26,403951,594,176,8.42,https://myanimelist.net/anime/467/Koukaku_Kidoutai__Stand_Alone_Complex
469,"['Karin', 'Chibi Vampire Karin', 'かりん', 'Karin']","['Comedy', 'Romance', 'Supernatural']",2005-11-03 - 2006-05-11,24,181209,1371,3824,7.1,https://myanimelist.net/anime/469/Karin
470,"['Okusama wa Joshikousei (TV)', 'Oku-sama wa Joshi Kousei', 'Oku-sama wa Joshikosei', 'おくさまは女子高生', 'My Wife is a High School Girl']","['Comedy', 'Romance', 'Ecchi']",2005-07-02 - 2005-09-24,13,29537,4213,8040,6.31,https://myanimelist.net/anime/470/Okusama_wa_Joshikousei_TV
471,"['To Heart 2', 'ToHeart2', 'トゥハート2', 'To Heart 2']","['Comedy', 'Drama', 'Romance']",2005-10-04 - 2006-01-03,13,22124,4811,7111,6.47,https://myanimelist.net/anime/471/To_Heart_2
472,"['To Heart', 'ToHeart', 'トゥハート', 'To Heart']","['Drama', 'Romance']",1999-04-02 - 1999-06-25,13,28803,4260,6451,6.58,https://myanimelist.net/anime/472/To_Heart
473,"['Tide-Line Blue', 'タイドライン・ブルー']","['Action', 'Adventure', 'Drama']",2005-07-07 - 2005-09-29,12,8147,7197,6468,6.58,https://myanimelist.net/anime/473/Tide-Line_Blue
474,"['Macross Plus', 'マクロスプラス']","['Action', 'Drama', 'Romance', 'Sci-Fi']",1994-08-25 - 1995-06-25,4,50256,3218,1251,7.7,https://myanimelist.net/anime/474/Macross_Plus
476,"['Ginban Kaleidoscope', '銀盤カレイドスコープ', 'Skating Rink Kaleidoscope']","['Drama', 'Romance', 'Sports', 'Supernatural']",2005-10-09 - 2005-12-25,12,50990,3185,2798,7.29,https://myanimelist.net/anime/476/Ginban_Kaleidoscope
477,"['Aria the Animation', 'ARIA The ANIMATION', 'Aria the Animation']","['Fantasy', 'Sci-Fi', 'Slice of Life']",2005-10-06 - 2005-12-29,13,167445,1464,1301,7.68,https://myanimelist.net/anime/477/Aria_the_Animation
478,"['Sousei no Aquarion', 'Genesis of Aquarion', 'Holy Genesis Aquarion', '創聖のアクエリオン', 'Aquarion', 'Aquarion']","['Action', 'Fantasy', 'Romance', 'Sci-Fi']",2005-04-05 - 2005-09-27,26,78828,2506,3924,7.08,https://myanimelist.net/anime/478/Sousei_no_Aquarion
479,"['Ueki no Housoku', 'うえきの法則', 'The Law of Ueki', 'The Law of Ueki', 'The Law of Ueki']","['Action', 'Adventure', 'Supernatural']",2005-04-04 - 2006-03-27,51,119786,1901,1222,7.72,https://myanimelist.net/anime/479/Ueki_no_Housoku
481,"['Yu☆Gi☆Oh! Duel Monsters', 'Yugioh', 'Yu-Gi-Oh!', 'Yu-Gi-Oh!: Duel Monsters', 'Yugioh: Duel Monsters', 'Yu-Gi-Oh! Duel Monsters', '遊☆戯☆王\u3000デュエルモンスターズ', 'Yu-Gi-Oh!', 'Yu-Gi-Oh!']","['Action', 'Adventure', 'Fantasy']",2000-04-18 - 2004-09-29,224,405850,590,1926,7.49,https://myanimelist.net/anime/481/Yu☆Gi☆Oh_Duel_Monsters
482,"['Yu☆Gi☆Oh! Duel Monsters GX', 'Yu-Gi-Oh! GX', 'Yugioh GX', 'Yu-Gi-Oh! Genex', 'Yugioh Genex', 'Yu-Gi-Oh!: Duel Monsters GX', 'Yugioh: Duel Monsters GX', 'Yu-Gi-Oh!: Duel Monsters Genex', 'Yugioh: Duel Monsters Genex', 'Game King of Duel Monsters GX', '遊☆戯☆王\u3000デュエルモンスターズ GX', 'Yu-Gi-Oh! GX', 'Yu-Gi-Oh! GX', 'Yu-Gi-Oh! GX']","['Action', 'Comedy', 'Fantasy']",2004-10-06 - 2008-03-26,180,222424,1135,3243,7.21,https://myanimelist.net/anime/482/Yu☆Gi☆Oh_Duel_Monsters_GX
483,"['Kurau Phantom Memory', 'クラウ ファントムメモリー']","['Action', 'Drama', 'Sci-Fi']",2004-06-25 - 2004-12-16,24,32437,4058,2880,7.28,https://myanimelist.net/anime/483/Kurau_Phantom_Memory
485,"['Damekko Doubutsu', 'Damekko Dobutsu', 'Useless Animals', 'だめっこどうぶつ']","['Comedy', 'Slice of Life']",2005-01-17 - 2005-02-21,26,11286,6271,3107,7.23,https://myanimelist.net/anime/485/Damekko_Doubutsu
486,"['Kino no Tabi: The Beautiful World', ""Kino's Travels: The Beautiful World"", 'キノの旅 -the Beautiful World-', ""Kino's Journey"", ""Kino's Journey"", ""Kino's Journey: The Beautiful World"", ""L'Odyssée de Kino""]","['Adventure', 'Drama', 'Fantasy']",2003-04-08 - 2003-07-08,13,326710,766,291,8.28,https://myanimelist.net/anime/486/Kino_no_Tabi__The_Beautiful_World
487,"['Girls Bravo: Second Season', 'GIRLSブラボー second season', 'Girls Bravo: Second Season', 'Girls Bravo Temporada 2']","['Comedy', 'Fantasy', 'Romance', 'Ecchi']",2005-01-27 - 2005-04-21,13,93800,2254,6415,6.59,https://myanimelist.net/anime/487/Girls_Bravo__Second_Season
488,"['Ichigo Mashimaro', 'Ichigo Marshmallow', '苺ましまろ', 'Strawberry Marshmallow', 'Strawberry Marshmallow']",['Slice of Life'],2005-07-15 - 2005-10-14,12,115314,1957,1437,7.63,https://myanimelist.net/anime/488/Ichigo_Mashimaro
489,"['Kamichu!', 'Kami-chu!: Kami-sama wa Chuugakusei', 'The Goddess is a Middle School Student', 'かみちゅ!', 'Kamichu!']","['Award Winning', 'Slice of Life', 'Supernatural']",2005-06-29 - 2005-09-27,12,65167,2804,2514,7.35,https://myanimelist.net/anime/489/Kamichu
490,"['Paniponi Dash!', 'ぱにぽにだっしゅ！', 'Pani Poni Dash!']",['Comedy'],2005-07-04 - 2005-12-26,26,64642,2817,2211,7.42,https://myanimelist.net/anime/490/Paniponi_Dash
495,"['Bakuretsu Hunters', 'Spell Wars: Sorcerer Hunters Revenge', '爆れつハンター', 'Sorcerer Hunters', 'Sorcerer Hunters']","['Adventure', 'Comedy', 'Fantasy', 'Ecchi']",1995-10-03 - 1996-03-26,26,23421,4690,6082,6.64,https://myanimelist.net/anime/495/Bakuretsu_Hunters
497,"['Yami to Boushi to Hon no Tabibito', 'YamiBou', 'Traveller of Darkness', 'Hat and Book Traveler', 'Traveller Yami', 'Hat and Book', 'ヤミと帽子と本の旅人', 'Yamibo: Darkness, The Hat and the Travelers of the Books']","['Adventure', 'Fantasy', 'Girls Love', 'Mystery', 'Ecchi']",2003-10-02 - 2003-12-25,13,31230,4116,6883,6.51,https://myanimelist.net/anime/497/Yami_to_Boushi_to_Hon_no_Tabibito
498,"['Haja Taisei Dangaiou', 'Dangaioh', 'Dangaio', 'Dangaioh: Hyper Combat Unit', 'Haja Taisei Dangaio', '破邪大星弾劾凰 [ダンガイオー]', 'Great Planet Evil-Destroyer Dangaio', 'Dangaioh, Unidad de Hiper Combate']","['Action', 'Adventure', 'Sci-Fi']",1987-09-28 - 1989-07-25,3,8188,7184,9053,6.13,https://myanimelist.net/anime/498/Haja_Taisei_Dangaiou
501,"['Doraemon', 'Doraemon (1973)', 'ドラえもん']","['Adventure', 'Comedy', 'Fantasy']",1973-04-01 - 1973-09-30,26,21306,4903,2334,7.39,https://myanimelist.net/anime/501/Doraemon
503,"['Eien no Aselia', 'Eien no Aseria: The Spirit of Eternity Sword', '永遠のアセリア', 'The Eternal Aseria']","['Adventure', 'Drama', 'Fantasy']",2005-06-24 - 2006-03-24,2,5137,8651,12351,5.31,https://myanimelist.net/anime/503/Eien_no_Aselia
505,"['Fushigiboshi no☆Futagohime', 'Fushigi-boshi no Futago-hime', 'Fushigi Boshi no Futago Hime', 'Twin Princesses of the Wonder Planet', 'Twin Princesses of the Mysterious Star', 'Twin Princess of the Mysterious Planet', 'ふしぎ星の☆ふたご姫']","['Comedy', 'Fantasy']",2005-04-02 - 2006-03-25,51,13137,5915,2807,7.29,https://myanimelist.net/anime/505/Fushigiboshi_no☆Futagohime
506,"['Glass no Kamen', 'Glass Mask', 'ガラスの仮面']","['Drama', 'Romance']",1984-04-09 - 1984-09-24,23,9857,6657,2555,7.34,https://myanimelist.net/anime/506/Glass_no_Kamen
507,"['Gravitation: Lyrics of Love', 'グラビテーション']","['Boys Love', 'Comedy']",1999-07-23 - 1999-09-22,2,33410,3995,4797,6.89,https://myanimelist.net/anime/507/Gravitation__Lyrics_of_Love
508,"['Tottoko Hamtarou', 'Tottoko Hamtaro Dechu', 'Tottoko Hamutaro', 'とっとこハム太郎', 'Hamtaro', 'Hamtaro', 'Hamtaro', 'Hamtaro']","['Adventure', 'Comedy']",2000-07-07 - 2006-03-31,296,61704,2893,4257,7.01,https://myanimelist.net/anime/508/Tottoko_Hamtarou
509,"['I My Me! Strawberry Eggs', 'Ai Mai Mi! Strawberry Egg', 'あぃまぃみぃ！ストロベリー・エッグ', 'I My Me! Strawberry Eggs']","['Comedy', 'Drama', 'Romance']",2001-07-04 - 2001-09-26,13,39770,3665,5575,6.74,https://myanimelist.net/anime/509/I_My_Me_Strawberry_Eggs
510,"['Kakyuusei 2: Hitomi no Naka no Shoujo-tachi', '下級生２ ～瞳の中の少女たち～', 'Kakyusei 2']","['Comedy', 'Drama', 'Romance']",2004-10-02 - 2004-12-25,13,6853,7684,10753,5.78,https://myanimelist.net/anime/510/Kakyuusei_2__Hitomi_no_Naka_no_Shoujo-tachi
511,"['Kidou Shinsengumi Moeyo Ken TV', '機動新撰組 萌えよ剣 TV', 'Moeyo Ken TV']","['Adventure', 'Comedy', 'Fantasy']",2005-07-02 - 2005-09-24,13,6570,7845,9129,6.11,https://myanimelist.net/anime/511/Kidou_Shinsengumi_Moeyo_Ken_TV
514,"['Cossette no Shouzou', 'Le Portrait de Petite Cossette', 'コゼットの肖像', 'Le Portrait de Petit Cossette', 'Das Bildnis der Petit Cossette', 'Le Portrait De Petite Cossette']","['Drama', 'Horror', 'Romance', 'Supernatural']",2004-04-11 - 2004-12-22,3,74446,2592,5324,6.78,https://myanimelist.net/anime/514/Cossette_no_Shouzou
516,"['Keroro Gunsou', 'Sergeant Frog', 'ケロロ軍曹', 'Sgt. Frog']","['Comedy', 'Sci-Fi']",2004-04-03 - 2011-04-04,358,79193,2500,1249,7.7,https://myanimelist.net/anime/516/Keroro_Gunsou
518,"['Mahou no Princess Minky Momo', 'Magical Princess Minky Momo', 'Magical Princess Gigi', 'Gigi and the Fountain of Youth', '魔法のプリンセス\u3000ミンキーモモ', 'Fairy Princess Minky Momo', 'Las Aventuras de Gigi']",['Fantasy'],1982-03-18 - 1983-05-26,63,10199,6552,4660,6.91,https://myanimelist.net/anime/518/Mahou_no_Princess_Minky_Momo
519,"['Mahoraba: Heartful Days', 'まほらば ~Heartful days~']","['Comedy', 'Romance']",2005-01-10 - 2005-06-27,26,27049,4398,2809,7.29,https://myanimelist.net/anime/519/Mahoraba__Heartful_Days
521,"['Mermaid Melody Pichi Pichi Pitch', 'マーメイドメロディー ぴちぴちピッチ', 'Mermaid Melody: Pichi Pichi Pitch']","['Adventure', 'Comedy', 'Fantasy', 'Romance']",2003-04-05 - 2004-03-27,52,84028,2403,3380,7.18,https://myanimelist.net/anime/521/Mermaid_Melody_Pichi_Pichi_Pitch
525,"['Otogizoushi', 'お伽草子', 'Otogi Zoshi: The Legend of Magatama', 'Legend Of The Magatama']","['Adventure', 'Drama', 'Fantasy']",2004-07-07 - 2005-03-30,26,18598,5164,4666,6.91,https://myanimelist.net/anime/525/Otogizoushi
526,"['Boku no Chikyuu wo Mamotte', 'Bokutama', 'PSME', 'ぼくの地球を守って', 'Please Save My Earth', 'Reinkarnation - Please Save My Earth']","['Drama', 'Sci-Fi']",1993-12-17 - 1994-09-23,6,21392,4894,3902,7.08,https://myanimelist.net/anime/526/Boku_no_Chikyuu_wo_Mamotte
527,"['Pokemon', 'Pocket Monsters', 'Indigo League', 'Adventures on the Orange Islands', 'The Johto Journeys', 'Johto League Champions', 'Master Quest', 'ポケットモンスター', 'Pokémon', 'Pokémon', 'Pokémon', 'Pokémon']","['Action', 'Adventure', 'Comedy', 'Fantasy']",1997-04-01 - 2002-11-14,276,644057,344,2287,7.4,https://myanimelist.net/anime/527/Pokemon
529,"['Saishuu Heiki Kanojo', 'SaiKano', 'Saishuuheiki Kanojo: The Last Love Song on This Little Planet', '最終兵器彼女', 'She, The Ultimate Weapon']","['Drama', 'Romance', 'Sci-Fi']",2002-07-02 - 2002-09-24,13,99965,2166,3692,7.13,https://myanimelist.net/anime/529/Saishuu_Heiki_Kanojo
530,"['Bishoujo Senshi Sailor Moon', 'Pretty Soldier Sailor Moon', '美少女戦士セーラームーン', 'Sailor Moon', 'Sailor Moon', 'Sailor Moon', 'Sailor Moon']","['Fantasy', 'Romance']",1992-03-07 - 1993-02-27,46,392122,618,1145,7.74,https://myanimelist.net/anime/530/Bishoujo_Senshi_Sailor_Moon
532,"['Bishoujo Senshi Sailor Moon S', 'Pretty Soldier Sailor Moon S', '美少女戦士セーラームーン S', 'Sailor Moon S', 'Sailor Moon S', 'Sailor Moon S', 'Sailor Moon S']","['Fantasy', 'Romance']",1994-03-19 - 1995-02-25,38,150745,1593,799,7.9,https://myanimelist.net/anime/532/Bishoujo_Senshi_Sailor_Moon_S
533,"['Sensei no Ojikan: Dokidoki School Hours', 'Doki Doki School Hours', 'せんせいのお時間', ""Teacher's Time""]",['Comedy'],2004-04-05 - 2004-06-28,13,9158,6851,6046,6.65,https://myanimelist.net/anime/533/Sensei_no_Ojikan__Dokidoki_School_Hours
534,"['Slayers', 'The Slayers', 'Slayers TV', 'スレイヤーズ', 'Slayers']","['Action', 'Adventure', 'Comedy', 'Fantasy']",1995-04-07 - 1995-09-29,26,145947,1636,1217,7.72,https://myanimelist.net/anime/534/Slayers
535,"['Slayers Next', 'スレイヤーズNEXT', 'Slayers Next']","['Action', 'Adventure', 'Comedy', 'Fantasy']",1996-04-05 - 1996-09-27,26,72215,2640,635,8.01,https://myanimelist.net/anime/535/Slayers_Next
537,"['Tekken', 'The King Of Iron Fist Tournament The Movie', 'Tekken Movie', '鉄拳', 'Tekken: The Motion Picture']","['Action', 'Adventure', 'Sci-Fi']",1998-01-21 - 1998-02-21,2,16931,5354,12419,5.28,https://myanimelist.net/anime/537/Tekken
538,"['Shin Tenchi Muyou!', 'New Tenchi Muyo', '新・天地無用!', 'Tenchi in Tokyo', 'Tenchi Muyo! Tenchi in Tokyo', 'Tenchi Muyo! Tenchi in Tokyo', 'Tenchi Muyo! Tenchi in Tokyo']","['Comedy', 'Romance', 'Sci-Fi']",1997-04-01 - 1997-09-23,26,38189,3744,4928,6.86,https://myanimelist.net/anime/538/Shin_Tenchi_Muyou
539,"['Tenchi Muyou! Ryououki', '天地無用！魎皇鬼', 'Tenchi Muyo! Ryo-Ohki', 'Tenchi Muyo! Ryo-Ohki']","['Action', 'Comedy', 'Sci-Fi']",1992-09-25 - 1993-03-25,6,55043,3063,1510,7.61,https://myanimelist.net/anime/539/Tenchi_Muyou_Ryououki
540,"['Tenchi Muyou! Ryououki 2nd Season', 'Tenchi Muyou! Ryououki (1994)', '天地無用！魎皇鬼', 'Tenchi Muyo! Ryo-Ohki']","['Action', 'Comedy', 'Sci-Fi']",1994-09-25 - 1995-09-25,6,29525,4215,1512,7.61,https://myanimelist.net/anime/540/Tenchi_Muyou_Ryououki_2nd_Season
541,"['Tenchi Muyou! Ryououki 3rd Season', 'Tenchi Muyo! Ryo-Ohki 3rd Season', '天地無用！魎皇鬼 第三期', 'Tenchi Muyo! Ryo-Ohki']","['Action', 'Comedy', 'Sci-Fi']",2003-09-18 - 2005-03-16,6,21680,4857,2944,7.27,https://myanimelist.net/anime/541/Tenchi_Muyou_Ryououki_3rd_Season
545,"['Mousou Kagaku Series: Wandaba Style', 'Mousou Kagaku Series Wandaba Style', 'Scientific Wild Fancy Series Wandabastyle', 'Wacky Science Fiction Series Wandaba Style', '妄想科学シリーズ ワンダバスタイル', 'Mousou Kagaku Series: Wandaba Style']","['Comedy', 'Sci-Fi']",2003-04-05 - 2003-06-21,12,4271,9223,9747,5.99,https://myanimelist.net/anime/545/Mousou_Kagaku_Series__Wandaba_Style
546,"['Wind: A Breath of Heart (TV)', 'Wind: A Breath of Heart (2004)', 'Wind TV', 'Wind -a breath of heart-']","['Drama', 'Romance', 'Supernatural']",2004-06-30 - 2004-09-22,13,12187,6095,10055,5.93,https://myanimelist.net/anime/546/Wind__A_Breath_of_Heart_TV
547,"['Wind: A Breath of Heart OVA', 'Wind -a breath of heart- OVA']","['Drama', 'Romance', 'Supernatural']",2004-06-25 - 2004-12-22,3,3321,9994,8980,6.14,https://myanimelist.net/anime/547/Wind__A_Breath_of_Heart_OVA
